Key,Value
599,7
600,3
601,6
602,2
603,10
604,7
605,9
606,6
607,1
608,1
609,12
610,12
611,12
612,4
613,4
614,7
615,0
616,8
617,6
618,2
619,3
620,11
621,10
622,13
623,7
624,4
625,7
626,8
627,13
628,5
629,12
630,8
631,4
632,3
633,13
634,5
635,1
636,0
637,10
638,4
639,12
640,4
641,11
642,0
643,8
644,1
645,2
646,16
647,9
648,6
649,2
650,12
651,3
652,5
653,4
654,1
655,3
656,5
657,14
658,9
659,3
660,1
661,8
662,3
663,0
664,4
665,4
666,2
667,6
668,0
669,7
670,7
671,3
672,11
673,1
674,9
675,9
676,6
677,14
678,3
679,1
680,9
681,2
682,12
683,5
684,12
685,2
686,11
687,13
688,5
689,2
690,7
691,5
692,0
693,10
694,3
695,1
696,9
697,1
698,0
699,4
700,6
701,2
702,0
703,7
704,11
705,10
706,5
707,3
708,7
709,10
710,4
711,0
712,13
713,5
714,8
715,11
716,8
717,4
718,3
719,8
720,0
721,14
722,5
723,3
724,6
725,13
726,2
727,8
728,12
729,0
730,4
731,0
732,6
733,3
734,2
735,4
736,7
737,7
738,6
739,0
740,7
741,4
742,4
743,13
744,2
745,8
746,4
747,0
748,8
749,2
750,10
751,15
752,11
753,8
754,12
755,1
756,6
757,7
758,4
759,7
760,5
761,1
762,1
763,1
764,7
765,9
766,3
767,9
768,10
769,3
770,11
771,4
772,0
773,6
774,9
775,6
776,3
777,4
778,10
779,8
780,3
781,3
782,10
783,6
784,4
785,0
786,10
787,15
788,1
789,0
790,9
791,8
792,3
793,3
794,2
795,7
796,3
797,1
798,6
799,10
800,1
801,11
802,7
803,6
804,0
805,6
806,8
807,0
808,4
809,6
810,11
811,2
812,13
813,4
814,1
815,2
816,13
817,4
818,11
819,5
820,2
821,3
822,7
823,9
824,16
825,4
826,0
827,0
828,5
829,6
830,2
831,12
832,7
833,3
834,0
835,0
836,14
837,4
838,3
839,3
840,13
841,9
842,7
843,1
844,3
845,6
846,2
847,2
848,4
849,4
850,4
851,2
852,11
853,12
854,6
855,0
856,7
857,6
858,0
859,8
860,14
861,4
862,2
863,15
864,0
865,6
866,17
867,6
868,4
869,14
870,14
871,13
872,0
873,6
874,11
875,8
876,2
877,8
878,8
879,2
880,8
881,8
882,1
883,2
884,0
885,0
886,11
887,11
888,2
889,8
890,3
891,9
892,5
893,5
894,4
895,3
896,9
897,15
898,7
899,4
900,0
901,8
902,2
903,18
904,8
905,14
906,7
907,6
908,8
909,3
910,2
911,7
912,6
913,0
914,8
915,2
916,3
917,2
918,6
919,0
920,7
921,11
922,1
923,16
924,9
925,8
926,5
927,8
928,6
929,6
930,12
931,4
932,4
933,3
934,3
935,14
936,5
937,0
938,0
939,4
940,12
941,1
942,12
943,4
944,6
945,0
946,10
947,6
948,5
949,2
950,5
951,4
952,13
953,2
954,4
955,8
956,4
957,11
958,13
959,10
960,7
961,1
962,2
963,5
964,8
965,4
966,9
967,11
968,0
969,6
970,15
971,6
972,6
973,9
974,8
975,5
976,0
977,2
978,9
979,2
980,3
981,14
982,12
983,3
984,11
985,11
986,6
987,9
988,8
989,0
990,2
991,13
992,12
993,10
994,0
995,9
996,0
997,5
998,10
999,6
1000,10
1001,3
1002,6
1003,9
1004,10
1005,6
1006,4
1007,9
1008,4
1009,11
1010,5
1011,4
1012,1
1013,5
1014,8
1015,2
1016,7
1017,5
1018,1
1019,3
1020,9
1021,4
1022,3
1023,8
1024,9
1025,5
1026,7
1027,6
1028,5
1029,1
1030,2
1031,7
1032,2
1033,4
1034,7
1035,4
1036,3
1037,1
1038,10
1039,3
1040,10
1041,1
1042,2
1043,6
1044,0
1045,5
1046,1
1047,0
1048,2
1049,6
1050,7
1051,12
1052,8
1053,8
1054,5
1055,10
1056,15
1057,4
1058,8
1059,9
1060,2
1061,6
1062,6
1063,7
1064,4
1065,4
1066,2
1067,5
1068,2
1069,8
1070,14
1071,5
1072,2
1073,6
1074,2
1075,5
1076,1
1077,1
1078,3
1079,2
1080,1
1081,2
1082,2
1083,7
1084,8
1085,16
1086,7
1087,10
1088,0
1089,7
1090,6
1091,7
1092,4
1093,11
1094,16
1095,2
1096,5
1097,3
1098,11
1099,3
1100,3
1101,5
1102,8
1103,4
1104,9
1105,7
1106,1
1107,7
1108,2
1109,10
1110,6
1111,12
1112,6
1113,6
1114,0
1115,0
1116,6
1117,8
1118,11
1119,6
1120,9
1121,9
1122,0
1123,16
1124,0
1125,6
1126,4
1127,2
1128,5
1129,2
1130,10
1131,6
1132,8
1133,3
1134,9
1135,9
1136,9
1137,6
1138,2
1139,5
1140,4
1141,6
1142,10
1143,7
1144,1
1145,2
1146,8
1147,6
1148,2
1149,1
1150,5
1151,1
1152,7
1153,2
1154,0
1155,1
1156,11
1157,4
1158,3
1159,7
1160,14
1161,2
1162,4
1163,0
1164,15
1165,9
1166,8
1167,3
1168,10
1169,9
1170,6
1171,2
1172,5
1173,5
1174,11
1175,0
1176,1
1177,8
1178,6
1179,2
1180,9
1181,0
1182,6
1183,7
1184,4
1185,7
1186,9
1187,4
1188,1
1189,7
1190,8
1191,12
1192,1
1193,7
1194,10
1195,3
1196,7
1197,7
1198,1
1199,2
1200,4
1201,6
1202,7
1203,5
1204,0
1205,9
1206,1
1207,7
1208,11
1209,3
1210,13
1211,13
1212,7
1213,10
1214,2
1215,2
1216,7
1217,4
1218,10
1219,9
1220,6
1221,4
1222,5
1223,0
1224,1
1225,11
1226,5
1227,6
1228,4
1229,2
1230,1
1231,2
1232,9
1233,8
1234,3
1235,10
1236,0
1237,12
1238,0
1239,2
1240,13
1241,5
1242,12
1243,1
1244,2
1245,2
1246,7
1247,1
1248,7
1249,7
1250,13
1251,9
1252,9
1253,3
1254,4
1255,7
1256,6
1257,5
1258,12
1259,6
1260,4
1261,4
1262,15
1263,5
1264,9
1265,8
1266,1
1267,10
1268,10
1269,7
1270,3
1271,9
1272,4
1273,4
1274,2
1275,12
1276,5
1277,4
1278,3
1279,8
1280,0
1281,6
1282,0
1283,16
1284,6
1285,2
1286,2
1287,9
1288,6
1289,6
1290,4
1291,8
1292,7
1293,11
1294,10
1295,1
1296,8
1297,0
1298,8
1299,2
1300,6
1301,7
1302,2
1303,1
1304,5
1305,6
1306,3
1307,9
1308,6
1309,6
1310,6
1311,8
1312,14
1313,3
1314,1
1315,0
1316,11
1317,2
1318,15
1319,2
1320,8
1321,14
1322,0
1323,15
1324,10
1325,7
1326,7
1327,7
1328,2
1329,4
1330,0
1331,9
1332,5
1333,8
1334,5
1335,6
1336,12
1337,6
1338,14
1339,6
1340,6
1341,8
1342,0
1343,1
1344,5
1345,3
1346,8
1347,5
1348,6
1349,9
1350,2
1351,2
1352,17
1353,10
1354,15
1355,7
1356,11
1357,8
1358,5
1359,4
1360,4
1361,2
1362,1
1363,12
1364,3
1365,9
1366,5
1367,2
1368,5
1369,14
1370,12
1371,2
1372,1
1373,6
1374,4
1375,5
1376,3
1377,11
1378,6
1379,8
1380,10
1381,2
1382,6
1383,7
1384,4
1385,13
1386,7
1387,2
1388,5
1389,2
1390,6
1391,3
1392,6
1393,14
1394,7
1395,8
1396,11
1397,6
1398,5
1399,1
1400,6
1401,10
1402,7
1403,2
1404,2
1405,15
1406,2
1407,5
1408,4
1409,2
1410,7
1411,13
1412,10
1413,10
1414,1
1415,6
1416,4
1417,9
1418,5
1419,5
1420,6
1421,5
1422,3
1423,13
1424,5
1425,5
1426,5
1427,2
1428,3
1429,3
1430,9
1431,11
1432,9
1433,4
1434,6
1435,7
1436,4
1437,4
1438,8
1439,7
1440,7
1441,6
1442,9
1443,1
1444,3
1445,14
1446,12
1447,8
1448,9
1449,11
1450,0
1451,6
1452,3
1453,0
1454,10
1455,8
1456,8
1457,4
1458,3
1459,5
1460,5
1461,8
1462,1
1463,3
1464,2
1465,9
1466,3
1467,0
1468,7
1469,14
1470,2
1471,4
1472,5
1473,7
1474,1
1475,8
1476,4
1477,3
1478,5
1479,1
1480,12
1481,5
1482,5
1483,5
1484,3
1485,1
1486,4
1487,0
1488,7
1489,3
1490,3
1491,5
1492,5
1493,6
1494,3
1495,2
1496,4
1497,2
1498,3
1499,3
1500,9
1501,2
1502,8
1503,6
1504,10
1505,1
1506,12
1507,3
1508,0
1509,8
1510,9
1511,10
1512,14
1513,3
1514,2
1515,7
1516,4
1517,7
1518,5
1519,4
1520,2
1521,10
1522,8
1523,5
1524,4
1525,6
1526,4
1527,3
1528,9
1529,3
1530,1
1531,6
1532,6
1533,9
1534,8
1535,5
1536,6
1537,4
1538,6
1539,2
1540,2
1541,10
1542,3
1543,7
1544,2
1545,2
1546,12
1547,10
1548,3
1549,3
1550,13
1551,5
1552,9
1553,8
1554,6
1555,3
1556,5
1557,6
1558,0
1559,7
1560,10
1561,6
1562,4
1563,3
1564,9
1565,6
1566,12
1567,2
1568,4
1569,2
1570,3
1571,4
1572,2
1573,1
1574,6
1575,7
1576,4
1577,0
1578,6
1579,3
1580,8
1581,4
1582,2
1583,6
1584,6
1585,1
1586,4
1587,7
1588,4
1589,6
1590,6
1591,1
1592,12
1593,5
1594,9
1595,5
1596,8
1597,1
1598,8
1599,7
1600,15
1601,0
1602,2
1603,5
1604,2
1605,7
1606,3
1607,2
1608,4
1609,7
1610,5
1611,0
1612,5
1613,1
1614,1
1615,0
1616,1
1617,6
1618,9
1619,0
1620,6
1621,10
1622,6
1623,2
1624,7
1625,9
1626,4
1627,11
1628,1
1629,4
1630,6
1631,8
1632,13
1633,7
1634,0
1635,10
1636,14
1637,0
1638,16
1639,3
1640,7
1641,9
1642,9
1643,1
1644,5
1645,0
1646,1
1647,8
1648,2
1649,0
1650,2
1651,1
1652,10
1653,13
1654,5
1655,9
1656,5
1657,4
1658,5
1659,6
1660,6
1661,10
1662,2
1663,3
1664,4
1665,4
1666,4
1667,8
1668,4
1669,4
1670,5
1671,11
1672,10
1673,7
1674,2
1675,8
1676,9
1677,8
1678,0
1679,8
1680,2
1681,9
1682,8
1683,4
1684,11
1685,3
1686,3
1687,2
1688,0
1689,4
1690,3
1691,7
1692,10
1693,2
1694,5
1695,4
1696,0
1697,0
1698,4
1699,10
1700,3
1701,7
1702,7
1703,0
1704,6
1705,7
1706,14
1707,9
1708,0
1709,1
1710,4
1711,13
1712,1
1713,2
1714,3
1715,0
1716,0
1717,7
1718,1
1719,1
1720,2
1721,0
1722,6
1723,10
1724,9
1725,6
1726,6
1727,11
1728,7
1729,0
1730,2
1731,0
1732,1
1733,9
1734,2
1735,8
1736,9
1737,0
1738,8
1739,2
1740,6
1741,8
1742,5
1743,9
1744,8
1745,8
1746,6
1747,9
1748,5
1749,4
1750,0
1751,2
1752,10
1753,13
1754,13
1755,3
1756,3
1757,8
1758,10
1759,4
1760,5
1761,2
1762,3
1763,5
1764,6
1765,5
1766,8
1767,12
1768,4
1769,4
1770,8
1771,9
1772,5
1773,0
1774,6
1775,2
1776,3
1777,2
1778,3
1779,9
1780,9
1781,5
1782,4
1783,2
1784,7
1785,5
1786,1
1787,2
1788,5
1789,0
1790,14
1791,8
1792,8
1793,6
1794,5
1795,11
1796,6
1797,10
1798,12
1799,4
1800,2
1801,5
1802,2
1803,4
1804,6
1805,6
1806,0
1807,11
1808,7
1809,5
1810,7
1811,12
1812,8
1813,7
1814,16
1815,11
1816,1
1817,15
1818,10
1819,12
1820,6
1821,3
1822,0
1823,5
1824,4
1825,4
1826,1
1827,7
1828,3
1829,6
1830,5
1831,1
1832,3
1833,2
1834,8
1835,2
1836,8
1837,2
1838,1
1839,2
1840,4
1841,2
1842,12
1843,16
1844,5
1845,0
1846,6
1847,12
1848,8
1849,6
1850,11
1851,10
1852,10
1853,8
1854,8
1855,6
1856,2
1857,2
1858,6
1859,2
1860,9
1861,10
1862,4
1863,7
1864,10
1865,4
1866,5
1867,3
1868,7
1869,6
1870,9
1871,3
1872,8
1873,1
1874,5
1875,2
1876,9
1877,6
1878,6
1879,7
1880,2
1881,0
1882,11
1883,1
1884,2
1885,6
1886,4
1887,7
1888,2
1889,7
1890,7
1891,9
1892,2
1893,2
1894,13
1895,7
1896,3
1897,0
1898,12
1899,7
1900,6
1901,6
1902,0
1903,2
1904,13
1905,7
1906,6
1907,2
1908,2
1909,8
1910,8
1911,6
1912,4
1913,5
1914,11
1915,7
1916,7
1917,10
1918,7
1919,0
1920,10
1921,12
1922,10
1923,0
1924,11
1925,8
1926,3
1927,0
1928,2
1929,9
1930,8
1931,4
1932,2
1933,7
1934,2
1935,10
1936,2
1937,1
1938,9
1939,7
1940,3
1941,10
1942,12
1943,0
1944,0
1945,9
1946,4
1947,6
1948,8
1949,11
1950,10
1951,10
1952,5
1953,9
1954,5
1955,5
1956,5
1957,9
1958,0
1959,7
1960,12
1961,3
1962,2
1963,7
1964,7
1965,1
1966,6
1967,2
1968,0
1969,11
1970,12
1971,11
1972,2
1973,5
1974,6
1975,2
1976,6
1977,10
1978,13
1979,4
1980,1
1981,8
1982,9
1983,7
1984,7
1985,2
1986,7
1987,5
1988,3
1989,4
1990,4
1991,3
1992,6
1993,4
1994,5
1995,3
1996,8
1997,11
1998,7
1999,7
2000,9
2001,7
2002,10
2003,2
2004,0
2005,6
2006,11
2007,1
2008,9
2009,5
2010,2
2011,3
2012,8
2013,4
2014,7
2015,6
2016,6
2017,9
2018,2
2019,10
2020,1
2021,8
2022,7
2023,4
2024,9
2025,6
2026,9
2027,5
2028,8
2029,4
2030,0
2031,4
2032,5
2033,0
2034,8
2035,0
2036,4
2037,3
2038,4
2039,3
2040,10
2041,10
2042,8
2043,12
2044,8
2045,11
2046,6
2047,6
2048,1
2049,7
2050,2
2051,3
2052,7
2053,0
2054,5
2055,7
2056,8
2057,1
2058,2
2059,9
2060,3
2061,7
2062,14
2063,4
2064,7
2065,7
2066,2
2067,2
2068,6
2069,0
2070,12
2071,1
2072,5
2073,9
2074,6
2075,4
2076,7
2077,6
2078,8
2079,13
2080,2
2081,2
2082,4
2083,2
2084,6
2085,8
2086,8
2087,5
2088,0
2089,4
2090,5
2091,2
2092,6
2093,2
2094,5
2095,3
2096,0
2097,5
2098,7
2099,11
2100,4
2101,12
2102,4
2103,13
2104,5
2105,0
2106,7
2107,5
2108,0
2109,10
2110,4
2111,5
2112,3
2113,11
2114,14
2115,2
2116,15
2117,5
2118,1
2119,1
2120,3
2121,2
2122,2
2123,3
2124,0
2125,15
2126,2
2127,10
2128,2
2129,5
2130,7
2131,0
2132,0
2133,0
2134,4
2135,1
2136,5
2137,0
2138,4
2139,13
2140,13
2141,3
2142,6
2143,5
2144,4
2145,6
2146,3
2147,6
2148,16
2149,8
2150,4
2151,1
2152,10
2153,10
2154,11
2155,3
2156,2
2157,1
2158,8
2159,2
2160,0
2161,8
2162,4
2163,0
2164,0
2165,4
2166,3
2167,5
2168,6
2169,2
2170,7
2171,4
2172,2
2173,1
2174,8
2175,5
2176,5
2177,13
2178,9
2179,6
2180,3
2181,1
2182,0
2183,1
2184,7
2185,3
2186,0
2187,4
2188,3
2189,5
2190,2
2191,6
2192,3
2193,7
2194,5
2195,2
2196,7
2197,0
2198,8
2199,6
2200,7
2201,10
2202,8
2203,8
2204,6
2205,6
2206,4
2207,3
2208,5
2209,10
2210,3
2211,4
2212,0
2213,4
2214,5
2215,2
2216,9
2217,2
2218,5
2219,8
2220,6
2221,8
2222,8
2223,5
2224,4
2225,4
2226,7
2227,0
2228,10
2229,2
2230,11
2231,0
2232,7
2233,4
2234,7
2235,2
2236,2
2237,13
2238,0
2239,10
2240,2
2241,8
2242,8
2243,0
2244,8
2245,2
2246,7
2247,3
2248,2
2249,11
2250,3
2251,7
2252,12
2253,3
2254,3
2255,10
2256,0
2257,5
2258,1
2259,4
2260,0
2261,6
2262,6
2263,5
2264,4
2265,6
2266,2
2267,1
2268,7
2269,4
2270,2
2271,14
2272,5
2273,14
2274,7
2275,4
2276,4
2277,2
2278,9
2279,4
2280,1
2281,3
2282,4
2283,9
2284,6
2285,2
2286,5
2287,2
2288,6
2289,2
2290,3
2291,1
2292,4
2293,2
2294,0
2295,5
2296,4
2297,3
2298,0
2299,0
2300,3
2301,6
2302,2
2303,4
2304,5
2305,1
2306,9
2307,1
2308,1
2309,2
2310,6
2311,14
2312,7
2313,0
2314,0
2315,6
2316,11
2317,2
2318,6
2319,4
2320,4
2321,6
2322,13
2323,0
2324,2
2325,3
2326,0
2327,5
2328,1
2329,0
2330,4
2331,7
2332,15
2333,2
2334,0
2335,6
2336,8
2337,1
2338,0
2339,2
2340,4
2341,6
2342,5
2343,5
2344,5
2345,3
2346,2
2347,6
2348,11
2349,2
2350,9
2351,6
2352,11
2353,1
2354,5
2355,4
2356,1
2357,6
2358,3
2359,16
2360,11
2361,3
2362,2
2363,3
2364,1
2365,3
2366,7
2367,0
2368,4
2369,2
2370,13
2371,7
2372,0
2373,9
2374,5
2375,8
2376,5
2377,0
2378,2
2379,6
2380,10
2381,4
2382,14
2383,4
2384,7
2385,2
2386,2
2387,9
2388,6
2389,0
2390,4
2391,2
2392,7
2393,7
2394,2
2395,8
2396,6
2397,5
2398,1
2399,3
2400,13
2401,13
2402,7
2403,3
2404,5
2405,14
2406,3
2407,11
2408,5
2409,0
2410,8
2411,0
2412,8
2413,6
2414,3
2415,9
2416,12
2417,0
2418,3
2419,5
2420,0
2421,5
2422,7
2423,3
2424,5
2425,9
2426,5
2427,4
2428,0
2429,11
2430,8
2431,2
2432,3
2433,2
2434,6
2435,6
2436,14
2437,4
2438,6
2439,2
2440,1
2441,1
2442,9
2443,3
2444,2
2445,12
2446,6
2447,0
2448,6
2449,8
2450,11
2451,9
2452,0
2453,9
2454,5
2455,11
2456,5
2457,3
2458,5
2459,7
2460,7
2461,9
2462,8
2463,3
2464,9
2465,6
2466,4
2467,3
2468,5
2469,12
2470,4
2471,2
2472,0
2473,13
2474,0
2475,9
2476,2
2477,7
2478,6
2479,11
2480,9
2481,3
2482,0
2483,7
2484,2
2485,6
2486,2
2487,4
2488,12
2489,5
2490,8
2491,1
2492,0
2493,11
2494,2
2495,10
2496,11
2497,7
2498,6
2499,6
2500,1
2501,0
2502,6
2503,4
2504,8
2505,6
2506,9
2507,4
2508,2
2509,12
2510,1
2511,1
2512,5
2513,6
2514,3
2515,2
2516,5
2517,0
2518,0
2519,9
2520,8
2521,7
2522,3
2523,2
2524,3
2525,0
2526,5
2527,2
2528,3
2529,5
2530,10
2531,12
2532,3
2533,2
2534,6
2535,6
2536,12
2537,1
2538,5
2539,6
2540,9
2541,6
2542,1
2543,9
2544,5
2545,4
2546,5
2547,3
2548,10
2549,2
2550,6
2551,2
2552,1
2553,5
2554,1
2555,7
2556,9
2557,1
2558,7
2559,5
2560,4
2561,3
2562,2
2563,4
2564,3
2565,1
2566,10
2567,5
2568,9
2569,10
2570,1
2571,12
2572,0
2573,0
2574,3
2575,2
2576,1
2577,6
2578,2
2579,8
2580,3
2581,4
2582,8
2583,7
2584,3
2585,2
2586,4
2587,8
2588,3
2589,8
2590,3
2591,14
2592,8
2593,5
2594,6
2595,4
2596,1
2597,7
2598,0
2599,6
2600,10
2601,1
2602,12
2603,5
2604,4
2605,3
2606,0
2607,0
2608,3
2609,2
2610,1
2611,0
2612,4
2613,4
2614,3
2615,2
2616,2
2617,2
2618,0
2619,0
2620,11
2621,4
2622,1
2623,2
2624,9
2625,1
2626,12
2627,6
2628,7
2629,8
2630,0
2631,0
2632,8
2633,1
2634,5
2635,5
2636,4
2637,0
2638,3
2639,1
2640,10
2641,6
2642,13
2643,2
2644,11
2645,8
2646,1
2647,1
2648,0
2649,3
2650,3
2651,1
2652,3
2653,2
2654,5
2655,9
2656,4
2657,11
2658,10
2659,2
2660,11
2661,2
2662,2
2663,2
2664,9
2665,5
2666,1
2667,2
2668,14
2669,9
2670,10
2671,6
2672,6
2673,6
2674,2
2675,6
2676,1
2677,2
2678,3
2679,3
2680,4
2681,11
2682,7
2683,4
2684,1
2685,9
2686,12
2687,7
2688,10
2689,8
2690,4
2691,6
2692,4
2693,3
2694,4
2695,10
2696,13
2697,1
2698,8
2699,6
2700,8
2701,8
2702,0
2703,6
2704,8
2705,2
2706,1
2707,1
2708,9
2709,0
2710,5
2711,6
2712,2
2713,1
2714,5
2715,2
2716,6
2717,2
2718,8
2719,0
2720,5
2721,7
2722,8
2723,8
2724,10
2725,8
2726,4
2727,7
2728,7
2729,6
2730,6
2731,5
2732,8
2733,2
2734,4
2735,8
2736,2
2737,10
2738,3
2739,5
2740,5
2741,0
2742,8
2743,4
2744,0
2745,4
2746,6
2747,0
2748,3
2749,7
2750,4
2751,1
2752,1
2753,7
2754,1
2755,2
2756,0
2757,5
2758,7
2759,10
2760,5
2761,3
2762,12
2763,9
2764,11
2765,1
2766,0
2767,2
2768,2
2769,0
2770,4
2771,16
2772,0
2773,0
2774,8
2775,0
2776,11
2777,9
2778,2
2779,4
2780,4
2781,8
2782,7
2783,4
2784,3
2785,4
2786,9
2787,4
2788,13
2789,8
2790,8
2791,17
2792,10
2793,1
2794,6
2795,10
2796,2
2797,6
2798,0
2799,2
2800,6
2801,1
2802,9
2803,2
2804,5
2805,12
2806,6
2807,12
2808,9
2809,1
2810,11
2811,6
2812,11
2813,2
2814,11
2815,9
2816,9
2817,5
2818,5
2819,2
2820,2
2821,11
2822,6
2823,3
2824,7
2825,17
2826,4
2827,1
2828,10
2829,6
2830,7
2831,0
2832,4
2833,0
2834,2
2835,10
2836,7
2837,1
2838,2
2839,14
2840,8
2841,0
2842,6
2843,7
2844,6
2845,2
2846,9
2847,0
2848,1
2849,5
2850,10
2851,7
2852,5
2853,2
2854,1
2855,6
2856,3
2857,10
2858,0
2859,9
2860,2
2861,2
2862,3
2863,1
2864,6
2865,1
2866,2
2867,1
2868,6
2869,5
2870,2
2871,10
2872,5
2873,13
2874,3
2875,4
2876,7
2877,4
2878,6
2879,5
2880,8
2881,2
2882,1
2883,1
2884,13
2885,7
2886,2
2887,6
2888,1
2889,1
2890,8
2891,3
2892,3
2893,5
2894,5
2895,3
2896,10
2897,6
2898,2
2899,4
2900,0
2901,5
2902,6
2903,2
2904,10
2905,6
2906,2
2907,3
2908,5
2909,2
2910,6
2911,10
2912,11
2913,1
2914,4
2915,7
2916,6
2917,8
2918,1
2919,7
2920,3
2921,2
2922,7
2923,2
2924,1
2925,0
2926,3
2927,6
2928,5
2929,4
2930,9
2931,14
2932,3
2933,4
2934,4
2935,3
2936,9
2937,3
2938,4
2939,8
2940,5
2941,8
2942,1
2943,3
2944,0
2945,0
2946,0
2947,0
2948,6
2949,10
2950,1
2951,2
2952,2
2953,0
2954,4
2955,6
2956,5
2957,0
2958,2
2959,5
2960,10
2961,8
2962,12
2963,1
2964,8
2965,7
2966,9
2967,3
2968,2
2969,2
2970,6
2971,3
2972,8
2973,4
2974,5
2975,3
2976,4
2977,0
2978,10
2979,5
2980,6
2981,6
2982,7
2983,0
2984,0
2985,0
2986,3
2987,2
2988,5
2989,1
2990,2
2991,11
2992,6
2993,9
2994,9
2995,5
2996,3
